,wimp_mass,sensitivity
0,5.000000000000001,
1,5.053372200498923,
2,5.107314119355063,
3,5.161831837992902,
4,5.2169315027527166,
5,5.2726193255835305,
6,5.328901584743437,
7,5.385784625507426,
8,5.443274860882745,
9,5.5013787723319,
10,5.560102910503382,
11,5.619453895970187,
12,5.67943841997622,
13,5.740063245190671,
14,5.801335206470432,
15,5.863261211630672,
16,5.925848242223613,
17,5.989103354325641,
18,6.053033679332808,
19,6.117646424764823,
20,6.182948875077635,
21,6.24894839248468,
22,6.315652417786901,9.443656674709358e-45
23,6.383068471211628,8.427725567989969e-45
24,6.451204153260398,7.533724799162749e-45
25,6.520067145565856,6.745661285681839e-45
26,6.5896652117577705,6.050034970157783e-45
27,6.660006198338312,5.4349614726494233e-45
28,6.731098035566666,4.894016688727908e-45
29,6.802948738353099,4.410283848726082e-45
30,6.875566407162553,3.9807261289005655e-45
31,6.948959228927899,3.5984722469104364e-45
32,7.023135477972933,3.258006748381103e-45
33,7.098103516945225,2.9542239156200553e-45
34,7.173871797758928,2.6817038440909336e-45
35,7.250448862547638,2.4390356264444938e-45
36,7.3278433446274525,2.2215118394090554e-45
37,7.4060639694702814,2.0263209891865337e-45
38,7.485119555687563,1.850780440393724e-45
39,7.565019016024475,1.6931699407005563e-45
40,7.645771358364759,1.5508358137975328e-45
41,7.7273856867462705,1.422411033466579e-45
42,7.809871202387375,1.3063573959072634e-45
43,7.893237204724289,1.2013832194479798e-45
44,7.9774930924595076,1.106256690978029e-45
45,8.06264836462141,1.0199690489192802e-45
46,8.148712621635186,9.415314937619871e-46
47,8.235695566405187,8.702864160885736e-46
48,8.323607005408839,8.053875380261247e-46
49,8.41245684980222,7.462227840454254e-46
50,8.502255116537455,6.922384520367497e-46
51,8.593011929492018,6.428864323301913e-46
52,8.684737520610117,5.977554682287902e-46
53,8.777442231056218,5.564051115112096e-46
54,8.871136512380945,5.185017208793677e-46
55,8.965830927699367,4.8370095934904696e-46
56,9.061536152881887,4.51728432800706e-46
57,9.158262977757854,4.223134874237787e-46
58,9.256022307332005,3.952281826081195e-46
59,9.354825163013889,3.702613289435541e-46
60,9.454682683860437,3.4722332986675743e-46
61,9.555606127831773,3.2594440183939876e-46
62,9.657606873060445,3.062711019353965e-46
63,9.760696419134195,2.88064544579161e-46
64,9.864886388392422,2.7119898507337266e-46
65,9.970188527236495,2.5556305687042225e-46
66,10.076614707454038,2.4105044370762504e-46
67,10.184176927557361,2.2757254653853894e-46
68,10.292887314136179,2.150397715921211e-46
69,10.402758123224755,2.0337999185487833e-46
70,10.513801741683663,1.9252372844212863e-46
71,10.626030688596279,1.8239696700273636e-46
72,10.739457616680165,1.729577123007215e-46
73,10.854095313713596,1.6414137989084336e-46
74,10.969956703977175,1.5576005382732477e-46
75,11.087054849711013,1.4807878258624297e-46
76,11.205402952587278,1.4088386627861674e-46
77,11.325014355198617,1.3414090309960872e-46
78,11.445902542562383,1.2790832183832161e-46
79,11.568081143640933,1.2197116486353516e-46
80,11.691563932878173,1.1639947210582904e-46
81,11.81636483175248,1.1116374799509275e-46
82,11.942497910346221,1.0624313064099373e-46
83,12.069977388932012,1.0127837276804458e-46
84,12.198817639575918,9.694613854399745e-47
85,12.329033187757764,9.286500595542274e-47
86,12.460638714008738,8.901688429358953e-47
87,12.593649055566477,8.538677564361927e-47
88,12.728079208047827,8.1959838183611825e-47
89,12.863944327139444,7.872270904796533e-47
90,13.001259730306462,7.566307930478897e-47
91,13.14004089851935,7.276933104765477e-47
92,13.280303477999318,7.003089097137656e-47
93,13.422063281982172,6.743790860818662e-47
94,13.565336292501213,6.498116544761662e-47
95,13.710138662188948,6.265223567623815e-47
96,13.856486716098221,6.044320693884617e-47
97,14.004396953542669,5.834674800737565e-47
98,14.153886049956862,5.635605240162224e-47
99,14.3049708587763,5.446477375786107e-47
100,14.457668413337469,5.266696907960162e-47
101,14.611995928798184,5.095722033465674e-47
102,14.767970804078432,4.933027170485514e-47
103,14.925610623821932,4.778149562289509e-47
104,15.084933160378624,4.630624254680049e-47
105,15.245956375808335,4.490052091750123e-47
106,15.408698423905827,4.356031306595325e-47
107,15.573177652247452,4.228198437227616e-47
108,15.739412604259668,4.1062242225892497e-47
109,15.907422021309635,3.989769948464051e-47
110,16.077224844818087,3.878548711697974e-47
111,16.24884021839487,3.7722834020487846e-47
112,16.422287489997085,3.6706990183587e-47
113,16.597586214110507,3.573560278492047e-47
114,16.774756153954026,3.480632440563601e-47
115,16.953817283707906,3.391691584635251e-47
116,17.134789790765534,3.3065446130034365e-47
117,17.31769407800946,3.2249926005985662e-47
118,17.50255076611156,3.146854642784832e-47
119,17.689380695857853,3.071969522729515e-47
120,17.878204930498068,3.0001679713323985e-47
121,18.069044758120338,2.931302306008443e-47
122,18.261921694051217,2.8652322356446985e-47
123,18.45685748328132,2.80182012632594e-47
124,18.653874102916873,2.7409456019192176e-47
125,18.852993764657366,2.682483913900803e-47
126,19.05423891729982,2.626325366814639e-47
127,19.257632249269506,2.5723632611436166e-47
128,19.46319669117802,2.5204970398138916e-47
129,19.670955418408308,2.4706335463155e-47
130,19.88093185372765,2.4226817208537167e-47
131,20.09314966992815,2.376556674991437e-47
132,20.307632792495806,2.3321800946337653e-47
133,20.52440540230772,2.2894738258451683e-47
134,20.743491938358343,2.2483679956656617e-47
135,20.96491710051471,2.208792213604196e-47
136,21.188705852301098,2.170682085593324e-47
137,21.414883423713437,2.1339760663850204e-47
138,21.643475314063732,2.0986177491409807e-47
139,21.874507294854865,2.0645496110389551e-47
140,22.10800541268609,2.0317197369602326e-47
141,22.343995992189516,2.0000782390215878e-47
142,22.58250563899796,1.9695801215391849e-47
143,22.8235612427445,1.9401814117319438e-47
144,23.067189980093925,1.9118365543077872e-47
145,23.313419317806794,1.884505282736172e-47
146,23.562277015835868,1.8581496477567032e-47
147,23.813791130455943,1.8327305727364735e-47
148,24.06799001742676,1.808214049409509e-47
149,24.32490233519,1.7845668183744244e-47
150,24.58455704810008,1.7617578626907153e-47
151,24.846983429689768,1.7397600888370325e-47
152,25.112211065970325,1.7185419893158307e-47
153,25.380269858767168,1.6980748973482047e-47
154,25.651190029090937,1.6783330268594948e-47
155,25.925002120544654,1.6592923137266752e-47
156,26.201737002767192,1.6409278792657008e-47
157,26.481425874913533,1.6232182537981112e-47
158,26.764100269172175,1.606142452252964e-47
159,27.049792054320076,1.5896802599692619e-47
160,27.338533439315555,1.5738098106889713e-47
161,27.630356976929466,1.5585125737187157e-47
162,27.925295567415372,1.5437703188641063e-47
163,28.223382462218506,1.529568207877473e-47
164,28.524651267724774,1.515890547098853e-47
165,28.829135949049327,1.5027193917156126e-47
166,29.13687083386601,1.4900409316769258e-47
167,29.44789061627725,1.477839666611505e-47
168,29.762230360725717,1.4661029055915465e-47
169,30.07992550594725,1.4548165901253278e-47
170,30.401011868966478,1.4439677966834344e-47
171,30.725525649134592,1.433545381915728e-47
172,31.053503432210668,1.4235403644618157e-47
173,31.38498219448625,1.4139393501455574e-47
174,31.71999930695409,1.404730920889093e-47
175,32.05859253952137,1.395905687357694e-47
176,32.40080006526789,1.3874542185172356e-47
177,32.746660464749674,1.3793676562514827e-47
178,33.096212730348626,1.371635749978304e-47
179,33.44949627066847,1.3642516307851602e-47
180,33.806550914977656,1.3572056732301428e-47
181,34.16741691769992,1.3504909426931945e-47
182,34.53213496295224,1.3440992412186233e-47
183,34.90074616913196,1.33802276455627e-47
184,35.27329209355212,1.3322555986233177e-47
185,35.64981473712696,1.326792640711028e-47
186,36.03035654910681,1.3216253422292552e-47
187,36.414960431864145,1.3167481676635462e-47
188,36.8036697457301,1.3121543973153606e-47
189,37.196528313883135,1.307838758493955e-47
190,37.593580427289616,1.3037965072647776e-47
191,37.99487084969714,1.3000220716941012e-47
192,38.40044482268128,1.2965104809482517e-47
193,38.810348070746066,1.2932574320139835e-47
194,39.22462680647902,1.2902574460339308e-47
195,39.643327735761176,1.2875071064606605e-47
196,40.06649806303268,1.2850017433868939e-47
197,40.49418549661465,1.2827362371107744e-47
198,40.92643825408784,1.2807078288247573e-47
199,41.363305067728604,1.278913052748078e-47
200,41.804835190003196,1.277347490145228e-47
201,42.251078399120225,1.2760087404461455e-47
202,42.702085004642946,1.2748929963442326e-47
203,43.157905853160884,1.2739963376747988e-47
204,43.6185923340226,1.2733162761780163e-47
205,44.08419638512902,1.272850207525534e-47
206,44.55477049878923,1.2725947179279614e-47
207,45.03036772763819,1.2725479053927887e-47
208,45.51104169061813,1.2727074977354831e-47
209,45.99684657902342,1.2730699467110055e-47
210,46.48783716261018,1.2736328663636844e-47
211,46.98406879577099,1.274395502546158e-47
212,47.485597423775594,1.2753544157658631e-47
213,47.99247958907816,1.2765082286076746e-47
214,48.5047724376919,1.277854739367185e-47
215,49.02253372563173,1.2793918647464014e-47
216,49.54582182542562,1.281117816960025e-47
217,50.074695732695744,1.283031286837018e-47
